id|creationDate|locationIP|browserUsed|content|length
412316868410|2011-02-03T12:06:17.506+0000|109.178.249.33|Internet Explorer|yes|3
412316868411|2011-02-04T11:09:44.354+0000|27.100.11.251|Internet Explorer|About Plato, he systemaAbout Vladimir Lenin, ts of MarxAbout John A. Macdon|75
412316868412|2011-02-03T13:06:09.669+0000|27.100.11.251|Internet Explorer|no|2
962072682302|2012-05-09T05:04:27.187+0000|27.112.87.204|Firefox|About Imelda Marcos,  to political power, she heAbout Nelson Mandela, ny other c|80
893353205567|2012-05-08T15:51:54.663+0000|186.169.83.109|Firefox|good|4
893353205568|2012-05-08T16:13:03.874+0000|80.241.26.244|Chrome|About Desiderius Erasmus, dam, was a Dutch Renaissance humanist, CatAbout More Tha|82
962072682305|2012-05-09T07:51:02.912+0000|200.58.181.1|Firefox|ok|2
962072682306|2012-05-09T07:14:22.732+0000|14.1.2.63|Chrome|About Imelda Marcos, nt Ferdinand Marcos. Upon the asceAbout Algeria, ast by Libya, in the west by MorocAbout Nelson Mandela,  Elizabeth and one in George. The About|165
962072682307|2012-05-09T07:14:33.404+0000|200.0.172.132|Chrome|no|2
962072682308|2012-05-09T07:57:29.826+0000|1.1.4.158|Internet Explorer|cool|4
893353205573|2012-05-08T16:20:13.519+0000|14.1.2.63|Chrome|About Wessex, Norman Conquest there was a dissolution of the English earldoms and We|84
893353205574|2012-05-08T20:55:26.089+0000|163.121.193.242|Firefox|About Rutherford B. Hayes, ibrary of Rutherford About Bertrand Russell,  champion|81
893353205575|2012-05-08T16:25:41.489+0000|46.154.44.101|Firefox|About Desiderius Erasmus,  Church, Erasmus remained cAbout More Than a Feeling,|79
893353205576|2012-05-08T16:14:04.629+0000|196.201.30.226|Chrome|thanks|6
687194775370|2011-10-16T06:18:58.528+0000|27.118.20.123|Internet Explorer|maybe|5
687194775371|2011-10-16T07:38:31.871+0000|202.58.96.247|Chrome|About Muammar Gaddafi, ucceeded bAbout William Pitt the Younger, , althoughAbout John F|87
687194775372|2011-10-16T09:07:31.499+0000|27.128.101.84|Chrome|About Chiang Kai-shek, wide civiAbout Vladimir Nabokov,  was rankAbout John F. Kennedy, e|89
687194775373|2011-10-16T06:27:45.863+0000|1.88.26.152|Firefox|LOL|3
687194775374|2011-10-16T18:41:43.959+0000|163.121.193.242|Firefox|About Giuseppe Garibaldi, o his grandfather About Federation of Rhodesia and Nyasaland|86
687194775375|2011-10-16T12:22:40.785+0000|77.83.150.173|Chrome|thanks|6
687194775376|2011-10-16T10:31:25.708+0000|202.58.96.247|Internet Explorer|thx|3
687194775377|2011-10-16T09:21:40.320+0000|27.118.20.123|Internet Explorer|yes|3
687194775378|2011-10-17T01:10:58.159+0000|114.141.217.192|Firefox|About Quadrophenia, of the medical About Hollaback Girl, ell one millionAbout George IV o|89
687194775379|2011-10-16T22:23:43.261+0000|195.94.29.22|Internet Explorer|About Muammar Gaddafi, al-ObeidiAbout Percy Bysshe Shelley,  major EnAbout Willia|81
687194775380|2011-10-17T01:55:10.057+0000|61.11.47.20|Safari|I see|5
687194775381|2011-10-16T12:40:29.352+0000|1.88.26.152|Firefox|cool|4
687194775382|2011-10-16T12:05:13.346+0000|59.185.46.231|Firefox|About Pope Leo XIII,  Catholic MAbout Muammar Gaddafi, , and both About Wil|75
687194775383|2011-10-17T00:24:40.504+0000|59.185.46.231|Firefox|About Muammar Gaddafi, renouncedAbout George Washington, Fairfax, About Jan|75
687194775384|2011-10-16T13:17:08.484+0000|27.47.132.92|Firefox|no|2
687194775385|2011-10-16T19:33:01.249+0000|195.94.29.22|Internet Explorer|LOL|3
687194775386|2011-10-16T07:45:51.211+0000|1.4.4.189|Firefox|cool|4
687194775388|2011-10-16T10:32:02.736+0000|49.50.8.170|Firefox|fine|4
687194775389|2011-10-16T05:24:05.717+0000|36.95.74.186|Chrome|no way!|7
687194775390|2011-10-16T21:16:37.289+0000|109.178.249.33|Internet Explorer|duh|3
687194775391|2011-10-16T09:12:28.530+0000|186.169.83.109|Firefox|duh|3
687194775392|2011-10-16T03:16:02.325+0000|27.50.158.196|Firefox|no|2
687194775393|2011-10-16T22:18:42.580+0000|61.11.47.20|Safari|good|4
412316868451|2011-01-05T00:21:39.462+0000|195.94.29.22|Internet Explorer|thanks|6
412316868452|2011-01-04T23:59:54.335+0000|1.10.11.40|Firefox|thanks|6
412316868453|2011-01-05T04:17:53.170+0000|41.75.155.245|Internet Explorer|no way!|7
412316868454|2011-01-05T06:42:05.923+0000|109.200.162.181|Internet Explorer|I see|5
412316868455|2011-01-05T14:53:18.778+0000|31.22.15.155|Safari|I see|5
481036345193|2011-04-14T08:48:46.983+0000|80.245.87.137|Chrome|roflol|6
481036345194|2011-04-14T09:08:20.119+0000|31.22.15.155|Safari|LOL|3
481036345195|2011-04-14T07:42:20.243+0000|27.118.20.123|Internet Explorer|roflol|6
481036345196|2011-04-14T09:52:15.854+0000|114.141.217.192|Firefox|no|2
481036345197|2011-04-14T07:44:37.712+0000|109.200.162.181|Internet Explorer|no|2
481036345198|2011-04-14T09:13:09.024+0000|116.66.192.252|Internet Explorer|great|5
481036345199|2011-04-14T11:09:29.954+0000|58.186.52.124|Chrome|thanks|6
481036345200|2011-04-15T01:08:58.048+0000|64.7.132.40|Internet Explorer|right|5
481036345201|2011-04-14T08:18:24.185+0000|41.209.189.107|Firefox|thanks|6
481036345202|2011-04-14T07:42:58.045+0000|196.201.30.226|Chrome|no|2
481036345203|2011-04-14T18:48:17.839+0000|1.4.4.60|Firefox|About Laurence Olivier, s Othello on film,About James Stewart, tage actor, known Abou|85
481036345204|2011-04-14T22:59:55.762+0000|27.100.11.251|Internet Explorer|good|4
481036345205|2011-04-15T12:56:52.398+0000|27.99.240.69|Firefox|About James Stewart,  career and waAbout Ludwig van Beethoven, remains one ofAbout |83
481036345206|2011-04-15T01:01:48.799+0000|116.66.192.252|Internet Explorer|About James Stewart, r MGM contracAbout Walt Whitman,  the abolitioAbout Sh|75
481036345207|2011-04-15T01:21:53.675+0000|196.201.30.226|Chrome|I see|5
343597391737|2010-12-01T20:06:07.517+0000|1.4.4.189|Firefox|no way!|7
343597391738|2010-12-01T20:43:38.603+0000|27.100.11.251|Internet Explorer|About Dig Out Your Soul, s at Manchester's Heaton ParAbout Australia, National Coa|82
343597391739|2010-12-02T01:01:47.267+0000|31.31.209.55|Internet Explorer|good|4
343597391740|2010-12-02T06:00:17.265+0000|202.58.96.247|Chrome|About Jawaharlal Nehru, ehru contributed to the estaAbout Marc Gicquel, Gicquel is a professional maAbout Bu|108
343597391741|2010-12-02T18:19:41.257+0000|109.200.162.181|Internet Explorer|right|5
343597391742|2010-12-01T22:43:57.192+0000|109.178.249.33|Internet Explorer|yes|3
343597391743|2010-12-01T22:02:53.731+0000|202.58.96.247|Chrome|About Marc Gicquel,  is a professional maAbout Maria Maria, Santana featuring The|81
343597391744|2010-12-02T02:40:53.222+0000|109.178.249.33|Internet Explorer|fine|4
343597391745|2010-12-02T22:47:56.493+0000|110.5.68.234|Opera|right|5
343597391746|2010-12-01T12:58:35.983+0000|91.216.206.97|Firefox|no way!|7
343597391747|2010-12-02T18:15:05.196+0000|27.122.45.252|Internet Explorer|thx|3
343597391748|2010-12-01T23:22:42.023+0000|148.240.94.143|Firefox|About Joan Baez, 60s, encompassing everything from folk rAbout Colonial Brazil|78
343597391749|2010-12-01T11:36:05.656+0000|196.201.30.226|Chrome|duh|3
962072682375|2012-06-02T22:24:17.284+0000|61.4.79.168|Chrome|About Franz Liszt, . He left behind an extensAbout Patti LaBelle,  (born Ma|75
962072682376|2012-06-03T14:09:50.422+0000|41.223.30.37|Firefox|About Silvio Berlusconi, n for a third time as Prime MiAbout The House That Built Me, b|87
962072682377|2012-06-03T08:54:56.461+0000|27.128.101.84|Chrome|no|2
962072682378|2012-06-03T01:10:07.227+0000|27.112.87.204|Firefox|LOL|3
962072682379|2012-06-03T15:57:29.379+0000|46.182.42.93|Chrome|good|4
962072682380|2012-06-03T10:06:16.866+0000|114.141.217.192|Firefox|no|2
412316868494|2011-01-05T22:19:29.155+0000|27.128.101.84|Chrome|no|2
412316868495|2011-01-05T11:47:43.064+0000|109.178.249.33|Internet Explorer|no|2
412316868496|2011-01-05T08:55:10.242+0000|24.109.163.61|Chrome|About Beds Are Burning, ide Australia. It reached About Qué Hiciste, full-le|76
412316868497|2011-01-06T03:02:57.424+0000|31.22.15.155|Safari|About Beds Are Burning, uth African charts, No. 2 in About John the Baptist, 30-36) w|85
412316868498|2011-01-05T16:22:23.306+0000|27.99.240.69|Firefox|roflol|6
412316868499|2011-01-06T08:54:26.907+0000|31.31.209.55|Internet Explorer|About So Sick, attled through controversy. It won the race toAbout Puppet on a String, olo|90
687194775445|2011-10-16T13:40:41.549+0000|80.245.87.137|Chrome|fine|4
687194775446|2011-10-16T16:13:25.121+0000|1.88.26.152|Firefox|About Richard Dawkins, ominantly diAbout Muammar Gaddafi, jab JadallahAbout John |81
687194775447|2011-10-16T15:27:10.831+0000|148.240.94.143|Firefox|About Mohammad Reza Pahlavi, , Shahanshah (King of About Nicholas II of Russia, is so|85
687194775448|2011-10-16T13:40:18.940+0000|36.95.74.186|Chrome|ok|2
687194775449|2011-10-17T04:47:24.201+0000|110.5.68.234|Opera|fine|4
687194775450|2011-10-17T05:48:15.309+0000|41.75.155.245|Internet Explorer|About Jamie Foxx, chart, Best NighAbout Georges Bizet, ne-act opera DjaAbout E|78
687194775451|2011-10-16T16:24:11.387+0000|41.209.189.107|Firefox|cool|4
687194775452|2011-10-17T13:31:51.905+0000|1.10.11.40|Firefox|About Mohammad Reza Pahlavi,  gradually lost supporAbout Francisco Franco,  the national coat of About Reba M|109
687194775453|2011-10-16T19:08:32.513+0000|110.5.68.234|Opera|yes|3
687194775454|2011-10-16T19:11:45.382+0000|109.178.249.33|Internet Explorer|duh|3
687194775455|2011-10-16T13:50:00.954+0000|27.122.45.252|Internet Explorer|LOL|3
687194775456|2011-10-17T10:33:59.974+0000|91.216.206.97|Firefox|yes|3
687194775457|2011-10-17T13:38:51.489+0000|46.154.44.101|Firefox|About Francisco Franco,  of the United SAbout Robert De Niro, Niro, Sr. (Janua|78
687194775458|2011-10-16T21:22:01.304+0000|41.209.189.107|Firefox|duh|3
687194775459|2011-10-16T16:33:22.766+0000|109.178.249.33|Internet Explorer|cool|4
687194775460|2011-10-17T04:54:47.155+0000|58.186.52.124|Chrome|About Haile Selassie I, s, and prosperity. HaAbout NKOTBSB, A month later, the toAb|83
687194775461|2011-10-16T16:17:55.401+0000|114.141.217.192|Firefox|roflol|6
687194775462|2011-10-16T21:02:46.283+0000|27.50.158.196|Firefox|great|5
343597391784|2010-12-02T00:47:38.795+0000|27.118.20.123|Internet Explorer|no|2
343597391785|2010-12-01T23:34:05.966+0000|196.201.30.226|Chrome|About Freddie Mercury,  of the 100About Marc Gicquel, e. He turneAbout Better Be Ho|83
343597391786|2010-12-02T17:50:40.169+0000|196.201.30.226|Chrome|I see|5
343597391787|2010-12-02T10:24:28.631+0000|27.128.101.84|Chrome|right|5
343597391788|2010-12-02T20:11:41.155+0000|31.31.209.55|Internet Explorer|cool|4
343597391789|2010-12-02T02:04:32.315+0000|1.10.11.40|Firefox|LOL|3
343597391790|2010-12-02T00:42:27.599+0000|1.4.4.189|Firefox|yes|3
343597391791|2010-12-02T00:57:07.797+0000|41.204.97.143|Firefox|About Freddie Mercury, dy to Love, Don't SAbout Born This Way,  has performed songAbout Be|90
343597391792|2010-12-02T01:50:11.436+0000|1.10.11.40|Firefox|About Winston Churchill, g the most influential persons in BritiAbout Out of Our Heads, 5 through London Records in the US on 3About Lest We Forget: The |153
343597391793|2010-12-02T04:23:23.806+0000|1.4.4.189|Firefox|no way!|7
343597391794|2010-12-02T02:14:15.482+0000|27.122.45.252|Internet Explorer|About Euripides, e literary aAbout Freddie Mercury, 4 November 1About Marc Gi|77
343597391795|2010-12-02T10:32:27.210+0000|196.201.30.226|Chrome|fine|4
962072682421|2012-05-09T04:54:06.545+0000|14.1.2.63|Chrome|About Sigmund Freud, doing so), discoveAbout John, King of England, estern popular culAb|88
962072682422|2012-05-09T10:48:13.825+0000|27.118.20.123|Internet Explorer|good|4
962072682423|2012-05-09T04:56:12.891+0000|59.185.46.231|Firefox|no|2
893353205688|2012-05-08T18:51:20.019+0000|27.54.145.96|Chrome|fine|4
412316868538|2011-02-03T22:58:01.975+0000|27.128.101.84|Chrome|cool|4
412316868539|2011-02-03T03:39:41.979+0000|27.100.11.251|Internet Explorer|thx|3
412316868540|2011-02-03T03:23:19.914+0000|31.22.15.155|Safari|no way!|7
687194775486|2011-10-16T12:49:19.954+0000|202.58.96.247|Chrome|About Djibouti, ab with a foothold on the ReAbout Frederick the Great, during his |82
687194775487|2011-10-16T21:07:45.133+0000|110.5.68.234|Opera|About Djibouti, i Armed Forces aAbout Confederate States of America, mounta|75
687194775488|2011-10-16T23:25:15.734+0000|116.66.192.252|Internet Explorer|About François Mitterrand, lic. He opposed de Gaulle's About Lordship of Ireland, f|83
687194775489|2011-10-16T15:18:14.171+0000|41.209.189.107|Firefox|yes|3
687194775490|2011-10-17T20:32:53.957+0000|64.7.132.40|Firefox|maybe|5
687194775491|2011-10-17T03:23:57.005+0000|49.50.8.170|Firefox|maybe|5
687194775492|2011-10-16T12:50:23.852+0000|27.118.20.123|Internet Explorer|I see|5
687194775493|2011-10-17T09:04:07.015+0000|27.118.20.123|Internet Explorer|no way!|7
687194775494|2011-10-17T05:53:46.529+0000|49.50.8.170|Firefox|thx|3
343597391816|2010-12-03T15:47:09.745+0000|24.109.163.61|Chrome|no way!|7
343597391817|2010-12-03T01:16:40.854+0000|1.4.4.60|Firefox|LOL|3
343597391818|2010-12-03T16:59:19.760+0000|27.118.20.123|Internet Explorer|About Marc Gicquel, el is a professionAbout Quadrophenia, d Track and MCA inAbout Love Al|89
343597391819|2010-12-02T22:40:27.394+0000|27.100.11.251|Internet Explorer|About Marc Gicquel, rc Gicquel is a professional male tennis player fAbout Holidae In,  It features Snoop Dogg and Ludacris, and reachedAbout Fe|144
343597391820|2010-12-04T06:35:38.903+0000|1.4.4.60|Firefox|yes|3
343597391821|2010-12-03T16:59:34.190+0000|24.109.163.61|Chrome|thanks|6
343597391822|2010-12-04T01:09:56.528+0000|91.216.206.97|Firefox|thx|3
343597391823|2010-12-03T04:50:35.551+0000|27.128.101.84|Chrome|great|5
343597391824|2010-12-03T05:28:48.568+0000|109.200.162.181|Internet Explorer|cool|4
343597391825|2010-12-03T23:58:43.128+0000|41.75.155.245|Internet Explorer|thx|3
343597391826|2010-12-03T21:13:23.222+0000|1.4.4.189|Firefox|ok|2
343597391827|2010-12-03T17:31:36.687+0000|91.216.206.97|Firefox|cool|4
343597391828|2010-12-02T21:32:08.385+0000|116.66.192.252|Internet Explorer|right|5
343597391829|2010-12-02T21:42:35.128+0000|91.216.206.97|Firefox|I see|5
343597391830|2010-12-03T18:56:26.949+0000|64.7.132.40|Firefox|LOL|3
343597391831|2010-12-02T22:41:04.379+0000|27.118.20.123|Internet Explorer|good|4
343597391832|2010-12-04T14:42:10.825+0000|196.201.30.226|Chrome|About Saint George, rie, Preston, About Marc Gicquel, ed pro in 1999About H. H. Asq|83
343597391833|2010-12-03T00:26:47.351+0000|31.31.209.55|Internet Explorer|thanks|6
343597391834|2010-12-03T17:38:28.123+0000|116.66.192.252|Internet Explorer|About Jim Carrey, he Spotless Mind (2004About Philip IV of Spain, eard of 12.2 million|86
343597391836|2010-11-21T12:34:17.213+0000|91.216.206.97|Firefox|About George Michael, 100 in the US. About Two Tribes, . The track wasAbout Croatia, |85
343597391837|2010-11-21T18:05:08.858+0000|110.5.68.234|Opera|cool|4
343597391838|2010-11-21T13:47:16.108+0000|91.216.206.97|Firefox|About Martin Luther, ry of moderAbout Croatia, he World BaAbout Super Frea|74
343597391839|2010-11-21T05:35:48.476+0000|31.31.209.55|Internet Explorer|About Paul Capdeville, Santiago (201About George Michael,  singles in tAbout Last Christma|90
343597391840|2010-11-21T18:42:41.802+0000|27.128.101.84|Chrome|About Paul Capdeville,  Capdeville waAbout Salvador Dalí, as completed iAbout H|79
962072682467|2012-06-03T00:07:29.376+0000|80.245.87.137|Chrome|right|5
412316868581|2011-02-03T05:44:56.252+0000|148.240.94.143|Firefox|About Titian, d da Cadore,About Tom Gehrels, rs in TucsonAbout W. B. Yeats, e Iri|81
412316868582|2011-02-03T06:05:05.076+0000|24.109.163.61|Chrome|thx|3
412316868583|2011-02-03T02:44:24.194+0000|1.4.4.60|Firefox|cool|4
412316868584|2011-02-03T05:45:08.311+0000|27.118.20.123|Internet Explorer|cool|4
412316868585|2011-02-03T15:25:11.261+0000|41.209.189.107|Firefox|right|5
412316868586|2011-02-03T15:12:07.687+0000|27.100.11.251|Internet Explorer|About Pope Pius X, nvoked exAbout Titian, of color,About Tom Gehrels, olution, About Vol|88
412316868587|2011-02-04T10:55:59.024+0000|27.47.132.92|Firefox|About Nero,  burned, althAbout Pope Pius X, Deus. His magAbout Tom Gehrels, d a number ofAbout Calvin Coolidge, s presidency About Voltaire, ry, no|147
412316868588|2011-02-03T16:22:24.437+0000|114.141.217.192|Firefox|About George Orwell, In 2008, ThAbout Tom Gehrels, anets in thAbout Edward III of|81
412316868590|2011-01-05T15:50:49.946+0000|196.201.30.226|Chrome|no way!|7
412316868591|2011-01-05T12:24:13.578+0000|41.209.189.107|Firefox|About Jamie Foxx, l success until 2004 whAbout Vietnam, Vietnam. The VPA is a pAbout The |89
412316868592|2011-01-06T02:47:41.750+0000|41.209.189.107|Firefox|ok|2
412316868593|2011-01-05T00:29:27.958+0000|1.10.11.40|Firefox|yes|3
412316868594|2011-01-05T21:01:22.375+0000|31.31.209.55|Internet Explorer|About Jefferson Davis,  stop the larger, more About Jamie Foxx, h a scholarship to UnitAbo|90
412316868595|2011-01-05T12:25:16.258+0000|27.100.11.251|Internet Explorer|I see|5
412316868596|2011-01-05T18:45:02.785+0000|91.216.206.97|Firefox|no|2
412316868597|2011-01-06T00:25:20.561+0000|27.128.101.84|Chrome|no|2
412316868598|2011-01-05T21:02:30.228+0000|202.58.96.247|Chrome|ok|2
412316868599|2011-01-05T20:13:21.369+0000|27.118.20.123|Internet Explorer|About Katharine Hepburn,  public embraced. Three more About The Shape of Jazz to Com|84
412316868600|2011-01-05T13:15:29.527+0000|109.178.249.33|Internet Explorer|About Jamie Foxx, oxx released his fourth studioAbout Vietnam, ations in Vietnam such as: PeoAbout The Shape of Jazz to Come, , which released it i|147
412316868601|2011-01-06T08:15:35.862+0000|27.100.11.251|Internet Explorer|About Jefferson Davis, klin Pierce. BothAbout Jamie Foxx, lor in 1991; thisAbout |81
412316868602|2011-01-05T21:50:30.560+0000|58.186.52.124|Chrome|About Dante Alighieri, literary work composed in the ItaAbout Alice Cooper, perimented with a number of musicAbout Jefferson Davis, – December 6, 1889) was an Ameri|164
412316868603|2011-01-05T14:27:41.626+0000|58.186.52.124|Chrome|LOL|3
412316868604|2011-01-04T23:12:24.186+0000|1.4.4.189|Firefox|About Freddie Mercury, rn in Zanzibar andAbout The Sweetest Taboo, emaining in the toAbou|89
412316868605|2011-01-04T23:26:38.458+0000|195.94.29.22|Internet Explorer|About Freddie Mercury, e Champions. IAbout Herbert Kitchener, 1st Earl Kitchener, |82
687194775551|2011-10-16T15:59:53.407+0000|64.7.132.40|Firefox|About Muammar Gaddafi, st warrants on 27 JunAbout Malta, outh of Sicily, 284 kAbout|83
687194775552|2011-10-16T09:20:13.775+0000|14.208.255.176|Chrome|yes|3
687194775553|2011-10-16T21:17:02.764+0000|46.182.42.93|Chrome|About Muammar Gaddafi, m 1969 to 1977 andAbout Bob Hope, U.S. armed forces.About Malta, n|89
687194775554|2011-10-16T16:00:30.243+0000|41.75.155.245|Internet Explorer|yes|3
687194775555|2011-10-16T02:28:53.991+0000|59.185.46.231|Firefox|About Nero, nown as the EmperAbout Muammar Gaddafi, 1977 to 2011. GadAbout Montser|82
687194775556|2011-10-17T10:30:39.965+0000|24.109.163.61|Chrome|About Bugs Bunny, oklyn accent, and his portrayal as aAbout Malta,  the east. Malta covers just over 31About Republic of Florence, in 1512. T|141
962072682502|2012-06-03T16:01:04.707+0000|31.6.98.226|Firefox|maybe|5
962072682503|2012-06-03T12:29:19.289+0000|41.75.72.54|Chrome|no way!|7
962072682504|2012-06-03T23:26:59.330+0000|27.118.20.123|Internet Explorer|maybe|5
962072682505|2012-06-03T12:20:15.558+0000|27.128.101.84|Chrome|About David Foster, e Pulitzer PrizeAbout George II of Great Britain, little control oAbout Manuel Noriega, on eight counts About D. H. Lawrence, ship, and misrepAbout Tom |172
962072682506|2012-06-03T12:20:54.970+0000|125.214.56.62|Chrome|yes|3
962072682507|2012-06-03T14:07:59.083+0000|1.4.4.189|Firefox|no way!|7
962072682508|2012-06-03T19:53:19.890+0000|144.22.179.250|Internet Explorer|I see|5
962072682509|2012-06-03T21:47:28.822+0000|110.5.68.234|Opera|roflol|6
962072682510|2012-06-04T08:00:01.003+0000|24.109.163.61|Chrome|About Samuel Johnson, n IslandAbout D. H. Lawrence, m in EngAbout Tom Cruise, port (20|86
962072682511|2012-06-04T23:17:35.942+0000|186.169.83.109|Firefox|great|5
962072682512|2012-06-03T18:31:32.294+0000|31.31.209.55|Internet Explorer|cool|4
343597391890|2010-11-21T22:18:09.016+0000|110.5.68.234|Opera|About Paul Capdeville,  won nine challAbout Muhammad Ali, . He was also kAbout Can You |87
343597391891|2010-11-22T09:06:56.050+0000|1.4.4.60|Firefox|About Frank Lloyd Wright, rders at his Taliesin About As Good as I Once Was, an country|87
343597391892|2010-11-21T22:23:20.708+0000|109.178.249.33|Internet Explorer|no way!|7
343597391893|2010-11-22T09:52:47.158+0000|64.7.132.40|Firefox|duh|3
343597391894|2010-11-22T04:01:10.891+0000|24.109.163.61|Chrome|LOL|3
343597391895|2010-11-21T22:25:31.259+0000|41.209.189.107|Firefox|About Another One Bites the Dust, con, the song featured About Baltic states, e 1920s to|88
343597391896|2010-11-22T16:29:31.212+0000|27.122.45.252|Internet Explorer|yes|3
343597391897|2010-11-22T10:10:50.555+0000|31.22.15.155|Safari|no|2
343597391898|2010-11-22T15:20:48.739+0000|1.4.4.60|Firefox|duh|3
343597391899|2010-11-22T09:15:49.203+0000|24.109.163.61|Chrome|maybe|5
343597391900|2010-11-22T04:48:20.453+0000|116.66.192.252|Internet Explorer|roflol|6
343597391901|2010-11-21T22:22:08.144+0000|91.216.206.97|Firefox|no way!|7
343597391902|2010-11-22T03:00:03.944+0000|1.4.4.60|Firefox|About Vietnam, Army and People'sAbout Appetite for Destruction, s been certified Abo|84
343597391903|2010-11-22T16:32:48.003+0000|41.75.155.245|Internet Explorer|About Hermann Göring,  the peak of his pAbout Frank Lloyd Wright,  in Europe. His coAbou|88
343597391904|2010-11-22T11:14:41.053+0000|148.240.94.143|Firefox|About Malawi, ral African FederationAbout Appetite for Destruction, The album is fea|84
687194775586|2011-10-16T18:09:31.468+0000|49.50.8.170|Firefox|fine|4
687194775587|2011-10-16T12:54:33.640+0000|27.100.11.251|Internet Explorer|thx|3
687194775588|2011-10-16T12:47:39.623+0000|64.7.132.40|Firefox|About Eminem, Rosenberg, founded the About James Stewart, e Lifetime Achievement About Hum|90
687194775589|2011-10-16T13:06:50.314+0000|116.66.192.252|Internet Explorer|fine|4
687194775590|2011-10-16T16:23:19.529+0000|36.95.74.186|Chrome|no way!|7
687194775591|2011-10-17T06:39:28.208+0000|202.58.96.247|Chrome|I see|5
687194775592|2011-10-16T16:45:56.557+0000|27.122.45.252|Internet Explorer|yes|3
687194775593|2011-10-16T12:44:23.929+0000|1.88.26.152|Firefox|About Luciano Pavarotti, urin, Italy, saw PavaAbout Muammar Gaddafi, Abdul Ati al-Obeidi PAbout Barbra Streisand, irst and la|125
687194775594|2011-10-16T14:02:26.959+0000|27.128.101.84|Chrome|roflol|6
687194775595|2011-10-16T21:30:50.711+0000|27.122.45.252|Internet Explorer|About Luciano Pavarotti, n that occasion wAbout Muammar Gaddafi, 977 – 2 March 19|81
687194775596|2011-10-16T16:41:59.176+0000|1.10.11.40|Firefox|roflol|6
687194775597|2011-10-16T14:09:40.099+0000|109.200.162.181|Internet Explorer|duh|3
687194775598|2011-10-17T00:24:48.835+0000|1.2.8.85|Firefox|About Ulysses S. Grant,  forces to Grant at AppomattAbout Thailand, est belong to |82
687194775599|2011-10-16T12:53:52.587+0000|186.169.83.109|Firefox|thanks|6
687194775600|2011-10-16T14:19:57.747+0000|195.94.29.22|Internet Explorer|cool|4
687194775601|2011-10-17T01:12:29.426+0000|24.109.163.61|Chrome|LOL|3
687194775602|2011-10-16T19:03:32.127+0000|77.83.150.173|Chrome|About Luciano Pavarotti, inest tenorsAbout David, ce Film FestAbout Where the S|79
687194775603|2011-10-16T21:33:20.032+0000|1.88.26.152|Firefox|About Euripides, t literary educatiAbout Doris Day, r image, and capabAbout George S. P|87
343597391925|2010-12-02T16:20:42.960+0000|116.66.192.252|Internet Explorer|LOL|3
343597391926|2010-12-01T22:37:51.706+0000|110.5.68.234|Opera|roflol|6
343597391927|2010-12-01T23:13:19.279+0000|24.109.163.61|Chrome|I see|5
962072682553|2012-06-03T22:15:51.856+0000|77.83.150.173|Chrome|good|4
962072682554|2012-06-04T13:20:28.498+0000|121.127.18.252|Firefox|About George Michael, the pop duo Wham! with his school friend, Andrew RidgAbout Fever to Tell, est album of the decade, respectively. According to TAbout Pr|157
962072682555|2012-06-04T16:37:04.310+0000|41.223.30.37|Internet Explorer|duh|3
962072682556|2012-06-04T13:46:24.645+0000|59.185.46.231|Firefox|thanks|6
962072682557|2012-06-03T17:01:05.441+0000|14.208.255.176|Chrome|no|2
962072682558|2012-06-03T22:31:03.413+0000|27.50.41.194|Firefox|About George Michael, in the US. In 2008, BiAbout Ethiopia, tems. Most of these weAb|84
412316868672|2011-02-03T06:48:04.229+0000|195.94.29.22|Internet Explorer|I see|5
412316868673|2011-02-03T07:14:45.024+0000|41.209.189.107|Firefox|no way!|7
412316868674|2011-02-03T02:27:28.083+0000|27.47.132.92|Firefox|About Titian, t precedent in the About Tom Gehrels, Gehrels was the fatAbou|75
412316868675|2011-02-03T17:58:17.250+0000|64.7.132.40|Firefox|ok|2
412316868676|2011-02-03T04:11:57.565+0000|148.240.94.143|Firefox|About Tom Gehrels, (February 21, 1925 – July 11, 2011) About Winston Churchill, his departure from government. He thAbout Russian Soviet Fede|141
412316868677|2011-02-03T02:28:53.092+0000|27.99.240.69|Firefox|ok|2
412316868678|2011-02-03T08:57:34.638+0000|58.186.52.124|Chrome|thx|3
824633729269|2012-02-10T00:03:17.285+0000|1.2.2.77|Firefox|About Timbaland, ter released his debut solo album Tim's Bio in 1998. In 2007, Timbaland released thAbout Benjamin Disraeli,  the 1860s would Derby and Disraeli be o|165
824633729270|2012-02-09T15:10:34.107+0000|1.4.4.60|Firefox|About Karl Marx, ist, sociologist, historian, journalistAbout Benjamin Disra|76
824633729271|2012-02-10T14:56:44.121+0000|46.182.42.93|Chrome|right|5
824633729272|2012-02-10T15:57:12.898+0000|148.240.94.143|Firefox|thanks|6
824633729273|2012-02-10T19:01:43.063+0000|195.202.91.10|Chrome|thx|3
824633729274|2012-02-10T00:21:21.568+0000|31.31.209.55|Internet Explorer|About Devil Without a Cause, t album to be categorized as hip hop before cross|78
824633729275|2012-02-10T00:23:28.968+0000|27.100.28.190|Chrome|good|4
824633729276|2012-02-10T17:05:50.440+0000|27.150.38.22|Chrome|right|5
824633729277|2012-02-09T23:53:26.853+0000|27.131.194.198|Firefox|About Karl Marx, l newspaper in Cologne, and began to worAbout Isle of Man, The|79
824633729278|2012-02-10T01:56:19.144+0000|31.31.209.55|Internet Explorer|no|2
